D:\IMG\center_2022_06_08_23_50_25_313.jpg,D:\IMG\left_2022_06_08_23_50_25_313.jpg,D:\IMG\right_2022_06_08_23_50_25_313.jpg,0,1,0,4.671655
D:\IMG\center_2022_06_08_23_50_25_386.jpg,D:\IMG\left_2022_06_08_23_50_25_386.jpg,D:\IMG\right_2022_06_08_23_50_25_386.jpg,0,1,0,5.368491
D:\IMG\center_2022_06_08_23_50_25_456.jpg,D:\IMG\left_2022_06_08_23_50_25_456.jpg,D:\IMG\right_2022_06_08_23_50_25_456.jpg,-0.15,1,0,6.287119
D:\IMG\center_2022_06_08_23_50_25_529.jpg,D:\IMG\left_2022_06_08_23_50_25_529.jpg,D:\IMG\right_2022_06_08_23_50_25_529.jpg,-0.3,1,0,6.959778
D:\IMG\center_2022_06_08_23_50_25_601.jpg,D:\IMG\left_2022_06_08_23_50_25_601.jpg,D:\IMG\right_2022_06_08_23_50_25_601.jpg,-0.5000001,1,0,7.831647
D:\IMG\center_2022_06_08_23_50_25_675.jpg,D:\IMG\left_2022_06_08_23_50_25_675.jpg,D:\IMG\right_2022_06_08_23_50_25_675.jpg,0,1,0,8.687001
D:\IMG\center_2022_06_08_23_50_25_749.jpg,D:\IMG\left_2022_06_08_23_50_25_749.jpg,D:\IMG\right_2022_06_08_23_50_25_749.jpg,0,1,0,9.356117
D:\IMG\center_2022_06_08_23_50_25_822.jpg,D:\IMG\left_2022_06_08_23_50_25_822.jpg,D:\IMG\right_2022_06_08_23_50_25_822.jpg,0,1,0,10.24723
D:\IMG\center_2022_06_08_23_50_25_895.jpg,D:\IMG\left_2022_06_08_23_50_25_895.jpg,D:\IMG\right_2022_06_08_23_50_25_895.jpg,0,1,0,11.13194
D:\IMG\center_2022_06_08_23_50_25_968.jpg,D:\IMG\left_2022_06_08_23_50_25_968.jpg,D:\IMG\right_2022_06_08_23_50_25_968.jpg,0,1,0,11.62809
D:\IMG\center_2022_06_08_23_50_26_041.jpg,D:\IMG\left_2022_06_08_23_50_26_041.jpg,D:\IMG\right_2022_06_08_23_50_26_041.jpg,-0.05,1,0,12.64581
D:\IMG\center_2022_06_08_23_50_26_114.jpg,D:\IMG\left_2022_06_08_23_50_26_114.jpg,D:\IMG\right_2022_06_08_23_50_26_114.jpg,-0.25,1,0,13.45258
D:\IMG\center_2022_06_08_23_50_26_187.jpg,D:\IMG\left_2022_06_08_23_50_26_187.jpg,D:\IMG\right_2022_06_08_23_50_26_187.jpg,-0.4,1,0,14.21798
D:\IMG\center_2022_06_08_23_50_26_259.jpg,D:\IMG\left_2022_06_08_23_50_26_259.jpg,D:\IMG\right_2022_06_08_23_50_26_259.jpg,-0.6000001,1,0,14.93693
D:\IMG\center_2022_06_08_23_50_26_334.jpg,D:\IMG\left_2022_06_08_23_50_26_334.jpg,D:\IMG\right_2022_06_08_23_50_26_334.jpg,-0.8000001,1,0,15.68222
D:\IMG\center_2022_06_08_23_50_26_410.jpg,D:\IMG\left_2022_06_08_23_50_26_410.jpg,D:\IMG\right_2022_06_08_23_50_26_410.jpg,0,1,0,16.10709
D:\IMG\center_2022_06_08_23_50_26_483.jpg,D:\IMG\left_2022_06_08_23_50_26_483.jpg,D:\IMG\right_2022_06_08_23_50_26_483.jpg,0,1,0,16.9357
D:\IMG\center_2022_06_08_23_50_26_554.jpg,D:\IMG\left_2022_06_08_23_50_26_554.jpg,D:\IMG\right_2022_06_08_23_50_26_554.jpg,-0.1,1,0,17.76995
D:\IMG\center_2022_06_08_23_50_26_623.jpg,D:\IMG\left_2022_06_08_23_50_26_623.jpg,D:\IMG\right_2022_06_08_23_50_26_623.jpg,-0.25,1,0,18.37838
D:\IMG\center_2022_06_08_23_50_26_697.jpg,D:\IMG\left_2022_06_08_23_50_26_697.jpg,D:\IMG\right_2022_06_08_23_50_26_697.jpg,-0.45,1,0,19.12422
D:\IMG\center_2022_06_08_23_50_26_768.jpg,D:\IMG\left_2022_06_08_23_50_26_768.jpg,D:\IMG\right_2022_06_08_23_50_26_768.jpg,-0.6000001,1,0,19.64192
D:\IMG\center_2022_06_08_23_50_26_839.jpg,D:\IMG\left_2022_06_08_23_50_26_839.jpg,D:\IMG\right_2022_06_08_23_50_26_839.jpg,0,1,0,20.33078
D:\IMG\center_2022_06_08_23_50_26_913.jpg,D:\IMG\left_2022_06_08_23_50_26_913.jpg,D:\IMG\right_2022_06_08_23_50_26_913.jpg,0,1,0,21.10363
D:\IMG\center_2022_06_08_23_50_26_984.jpg,D:\IMG\left_2022_06_08_23_50_26_984.jpg,D:\IMG\right_2022_06_08_23_50_26_984.jpg,0,1,0,21.66824
D:\IMG\center_2022_06_08_23_50_27_054.jpg,D:\IMG\left_2022_06_08_23_50_27_054.jpg,D:\IMG\right_2022_06_08_23_50_27_054.jpg,-0.05,1,0,22.46426
D:\IMG\center_2022_06_08_23_50_27_127.jpg,D:\IMG\left_2022_06_08_23_50_27_127.jpg,D:\IMG\right_2022_06_08_23_50_27_127.jpg,-0.2,1,0,23.06019
D:\IMG\center_2022_06_08_23_50_27_198.jpg,D:\IMG\left_2022_06_08_23_50_27_198.jpg,D:\IMG\right_2022_06_08_23_50_27_198.jpg,-0.4,1,0,23.76679
D:\IMG\center_2022_06_08_23_50_27_269.jpg,D:\IMG\left_2022_06_08_23_50_27_269.jpg,D:\IMG\right_2022_06_08_23_50_27_269.jpg,0,1,0,24.33266
D:\IMG\center_2022_06_08_23_50_27_339.jpg,D:\IMG\left_2022_06_08_23_50_27_339.jpg,D:\IMG\right_2022_06_08_23_50_27_339.jpg,0,1,0,25.10077
D:\IMG\center_2022_06_08_23_50_27_410.jpg,D:\IMG\left_2022_06_08_23_50_27_410.jpg,D:\IMG\right_2022_06_08_23_50_27_410.jpg,0,1,0,25.67561
D:\IMG\center_2022_06_08_23_50_27_482.jpg,D:\IMG\left_2022_06_08_23_50_27_482.jpg,D:\IMG\right_2022_06_08_23_50_27_482.jpg,0,1,0,26.43537
D:\IMG\center_2022_06_08_23_50_27_553.jpg,D:\IMG\left_2022_06_08_23_50_27_553.jpg,D:\IMG\right_2022_06_08_23_50_27_553.jpg,-0.2,1,0,27.17427
D:\IMG\center_2022_06_08_23_50_27_628.jpg,D:\IMG\left_2022_06_08_23_50_27_628.jpg,D:\IMG\right_2022_06_08_23_50_27_628.jpg,-0.35,1,0,27.68113
D:\IMG\center_2022_06_08_23_50_27_699.jpg,D:\IMG\left_2022_06_08_23_50_27_699.jpg,D:\IMG\right_2022_06_08_23_50_27_699.jpg,-0.5500001,1,0,28.27628
D:\IMG\center_2022_06_08_23_50_27_766.jpg,D:\IMG\left_2022_06_08_23_50_27_766.jpg,D:\IMG\right_2022_06_08_23_50_27_766.jpg,0,1,0,28.8046
D:\IMG\center_2022_06_08_23_50_27_838.jpg,D:\IMG\left_2022_06_08_23_50_27_838.jpg,D:\IMG\right_2022_06_08_23_50_27_838.jpg,0,1,0,29.5304
D:\IMG\center_2022_06_08_23_50_27_909.jpg,D:\IMG\left_2022_06_08_23_50_27_909.jpg,D:\IMG\right_2022_06_08_23_50_27_909.jpg,-0.05,1,0,30.07689
D:\IMG\center_2022_06_08_23_50_27_980.jpg,D:\IMG\left_2022_06_08_23_50_27_980.jpg,D:\IMG\right_2022_06_08_23_50_27_980.jpg,-0.25,1,0,30.17868
D:\IMG\center_2022_06_08_23_50_28_049.jpg,D:\IMG\left_2022_06_08_23_50_28_049.jpg,D:\IMG\right_2022_06_08_23_50_28_049.jpg,-0.4,1,0,30.16063
D:\IMG\center_2022_06_08_23_50_28_133.jpg,D:\IMG\left_2022_06_08_23_50_28_133.jpg,D:\IMG\right_2022_06_08_23_50_28_133.jpg,-0.6500001,1,0,30.12892
D:\IMG\center_2022_06_08_23_50_28_217.jpg,D:\IMG\left_2022_06_08_23_50_28_217.jpg,D:\IMG\right_2022_06_08_23_50_28_217.jpg,0,1,0,30.16416
D:\IMG\center_2022_06_08_23_50_28_289.jpg,D:\IMG\left_2022_06_08_23_50_28_289.jpg,D:\IMG\right_2022_06_08_23_50_28_289.jpg,0,1,0,30.17908
D:\IMG\center_2022_06_08_23_50_28_361.jpg,D:\IMG\left_2022_06_08_23_50_28_361.jpg,D:\IMG\right_2022_06_08_23_50_28_361.jpg,0,1,0,30.18818
D:\IMG\center_2022_06_08_23_50_28_431.jpg,D:\IMG\left_2022_06_08_23_50_28_431.jpg,D:\IMG\right_2022_06_08_23_50_28_431.jpg,0,1,0,30.1898
D:\IMG\center_2022_06_08_23_50_28_568.jpg,D:\IMG\left_2022_06_08_23_50_28_568.jpg,D:\IMG\right_2022_06_08_23_50_28_568.jpg,-0.25,1,0,30.17575
D:\IMG\center_2022_06_08_23_50_28_637.jpg,D:\IMG\left_2022_06_08_23_50_28_637.jpg,D:\IMG\right_2022_06_08_23_50_28_637.jpg,0,1,0,30.1897
D:\IMG\center_2022_06_08_23_50_28_709.jpg,D:\IMG\left_2022_06_08_23_50_28_709.jpg,D:\IMG\right_2022_06_08_23_50_28_709.jpg,0,1,0,30.19204
D:\IMG\center_2022_06_08_23_50_28_788.jpg,D:\IMG\left_2022_06_08_23_50_28_788.jpg,D:\IMG\right_2022_06_08_23_50_28_788.jpg,0,1,0,30.18891
D:\IMG\center_2022_06_08_23_50_28_859.jpg,D:\IMG\left_2022_06_08_23_50_28_859.jpg,D:\IMG\right_2022_06_08_23_50_28_859.jpg,0,1,0,30.19034
D:\IMG\center_2022_06_08_23_50_28_944.jpg,D:\IMG\left_2022_06_08_23_50_28_944.jpg,D:\IMG\right_2022_06_08_23_50_28_944.jpg,0.2,1,0,30.17942
D:\IMG\center_2022_06_08_23_50_29_027.jpg,D:\IMG\left_2022_06_08_23_50_29_027.jpg,D:\IMG\right_2022_06_08_23_50_29_027.jpg,0.4,1,0,30.15745
D:\IMG\center_2022_06_08_23_50_29_099.jpg,D:\IMG\left_2022_06_08_23_50_29_099.jpg,D:\IMG\right_2022_06_08_23_50_29_099.jpg,0.6000001,1,0,30.13361
D:\IMG\center_2022_06_08_23_50_29_170.jpg,D:\IMG\left_2022_06_08_23_50_29_170.jpg,D:\IMG\right_2022_06_08_23_50_29_170.jpg,0,1,0,30.18208
D:\IMG\center_2022_06_08_23_50_29_244.jpg,D:\IMG\left_2022_06_08_23_50_29_244.jpg,D:\IMG\right_2022_06_08_23_50_29_244.jpg,0,1,0,30.18877
D:\IMG\center_2022_06_08_23_50_29_316.jpg,D:\IMG\left_2022_06_08_23_50_29_316.jpg,D:\IMG\right_2022_06_08_23_50_29_316.jpg,0,1,0,30.1896
D:\IMG\center_2022_06_08_23_50_29_387.jpg,D:\IMG\left_2022_06_08_23_50_29_387.jpg,D:\IMG\right_2022_06_08_23_50_29_387.jpg,0,1,0,30.19082
D:\IMG\center_2022_06_08_23_50_29_459.jpg,D:\IMG\left_2022_06_08_23_50_29_459.jpg,D:\IMG\right_2022_06_08_23_50_29_459.jpg,-0.05,1,0,30.18994
D:\IMG\center_2022_06_08_23_50_29_531.jpg,D:\IMG\left_2022_06_08_23_50_29_531.jpg,D:\IMG\right_2022_06_08_23_50_29_531.jpg,-0.2,1,0,30.17895
D:\IMG\center_2022_06_08_23_50_29_605.jpg,D:\IMG\left_2022_06_08_23_50_29_605.jpg,D:\IMG\right_2022_06_08_23_50_29_605.jpg,-0.4,1,0,30.15763
D:\IMG\center_2022_06_08_23_50_29_675.jpg,D:\IMG\left_2022_06_08_23_50_29_675.jpg,D:\IMG\right_2022_06_08_23_50_29_675.jpg,0,1,0,30.18607
D:\IMG\center_2022_06_08_23_50_29_746.jpg,D:\IMG\left_2022_06_08_23_50_29_746.jpg,D:\IMG\right_2022_06_08_23_50_29_746.jpg,0,1,0,30.18812
D:\IMG\center_2022_06_08_23_50_29_818.jpg,D:\IMG\left_2022_06_08_23_50_29_818.jpg,D:\IMG\right_2022_06_08_23_50_29_818.jpg,-0.05,1,0,30.19027
D:\IMG\center_2022_06_08_23_50_29_893.jpg,D:\IMG\left_2022_06_08_23_50_29_893.jpg,D:\IMG\right_2022_06_08_23_50_29_893.jpg,-0.25,1,0,30.17925
D:\IMG\center_2022_06_08_23_50_29_972.jpg,D:\IMG\left_2022_06_08_23_50_29_972.jpg,D:\IMG\right_2022_06_08_23_50_29_972.jpg,-0.45,1,0,30.15425
D:\IMG\center_2022_06_08_23_50_30_044.jpg,D:\IMG\left_2022_06_08_23_50_30_044.jpg,D:\IMG\right_2022_06_08_23_50_30_044.jpg,0,1,0,30.18489
D:\IMG\center_2022_06_08_23_50_30_133.jpg,D:\IMG\left_2022_06_08_23_50_30_133.jpg,D:\IMG\right_2022_06_08_23_50_30_133.jpg,0,1,0,30.1894
D:\IMG\center_2022_06_08_23_50_30_204.jpg,D:\IMG\left_2022_06_08_23_50_30_204.jpg,D:\IMG\right_2022_06_08_23_50_30_204.jpg,0,1,0,30.19009
D:\IMG\center_2022_06_08_23_50_30_281.jpg,D:\IMG\left_2022_06_08_23_50_30_281.jpg,D:\IMG\right_2022_06_08_23_50_30_281.jpg,-0.05,1,0,30.19006
D:\IMG\center_2022_06_08_23_50_30_354.jpg,D:\IMG\left_2022_06_08_23_50_30_354.jpg,D:\IMG\right_2022_06_08_23_50_30_354.jpg,-0.25,1,0,30.1759
D:\IMG\center_2022_06_08_23_50_30_426.jpg,D:\IMG\left_2022_06_08_23_50_30_426.jpg,D:\IMG\right_2022_06_08_23_50_30_426.jpg,-0.4,1,0,30.15886
D:\IMG\center_2022_06_08_23_50_30_499.jpg,D:\IMG\left_2022_06_08_23_50_30_499.jpg,D:\IMG\right_2022_06_08_23_50_30_499.jpg,0,1,0,30.18905
D:\IMG\center_2022_06_08_23_50_30_575.jpg,D:\IMG\left_2022_06_08_23_50_30_575.jpg,D:\IMG\right_2022_06_08_23_50_30_575.jpg,0,1,0,30.19007
D:\IMG\center_2022_06_08_23_50_30_649.jpg,D:\IMG\left_2022_06_08_23_50_30_649.jpg,D:\IMG\right_2022_06_08_23_50_30_649.jpg,0,1,0,30.19024
D:\IMG\center_2022_06_08_23_50_30_725.jpg,D:\IMG\left_2022_06_08_23_50_30_725.jpg,D:\IMG\right_2022_06_08_23_50_30_725.jpg,-0.05,1,0,30.18995
D:\IMG\center_2022_06_08_23_50_30_801.jpg,D:\IMG\left_2022_06_08_23_50_30_801.jpg,D:\IMG\right_2022_06_08_23_50_30_801.jpg,-0.25,1,0,30.17576
D:\IMG\center_2022_06_08_23_50_30_878.jpg,D:\IMG\left_2022_06_08_23_50_30_878.jpg,D:\IMG\right_2022_06_08_23_50_30_878.jpg,-0.45,1,0,30.15216
D:\IMG\center_2022_06_08_23_50_30_952.jpg,D:\IMG\left_2022_06_08_23_50_30_952.jpg,D:\IMG\right_2022_06_08_23_50_30_952.jpg,0,1,0,30.18842
D:\IMG\center_2022_06_08_23_50_31_038.jpg,D:\IMG\left_2022_06_08_23_50_31_038.jpg,D:\IMG\right_2022_06_08_23_50_31_038.jpg,0,1,0,30.1901
D:\IMG\center_2022_06_08_23_50_31_127.jpg,D:\IMG\left_2022_06_08_23_50_31_127.jpg,D:\IMG\right_2022_06_08_23_50_31_127.jpg,0,1,0,30.19025
D:\IMG\center_2022_06_08_23_50_31_206.jpg,D:\IMG\left_2022_06_08_23_50_31_206.jpg,D:\IMG\right_2022_06_08_23_50_31_206.jpg,-0.1,1,0,30.18867
D:\IMG\center_2022_06_08_23_50_31_282.jpg,D:\IMG\left_2022_06_08_23_50_31_282.jpg,D:\IMG\right_2022_06_08_23_50_31_282.jpg,-0.3,1,0,30.17043
D:\IMG\center_2022_06_08_23_50_31_358.jpg,D:\IMG\left_2022_06_08_23_50_31_358.jpg,D:\IMG\right_2022_06_08_23_50_31_358.jpg,-0.5000001,1,0,30.14615
D:\IMG\center_2022_06_08_23_50_31_434.jpg,D:\IMG\left_2022_06_08_23_50_31_434.jpg,D:\IMG\right_2022_06_08_23_50_31_434.jpg,0,1,0,30.18067
D:\IMG\center_2022_06_08_23_50_31_513.jpg,D:\IMG\left_2022_06_08_23_50_31_513.jpg,D:\IMG\right_2022_06_08_23_50_31_513.jpg,0,1,0,30.18813
D:\IMG\center_2022_06_08_23_50_31_589.jpg,D:\IMG\left_2022_06_08_23_50_31_589.jpg,D:\IMG\right_2022_06_08_23_50_31_589.jpg,0,1,0,30.18974
D:\IMG\center_2022_06_08_23_50_31_667.jpg,D:\IMG\left_2022_06_08_23_50_31_667.jpg,D:\IMG\right_2022_06_08_23_50_31_667.jpg,0,1,0,30.18963
D:\IMG\center_2022_06_08_23_50_31_747.jpg,D:\IMG\left_2022_06_08_23_50_31_747.jpg,D:\IMG\right_2022_06_08_23_50_31_747.jpg,0,1,0,30.18993
D:\IMG\center_2022_06_08_23_50_31_831.jpg,D:\IMG\left_2022_06_08_23_50_31_831.jpg,D:\IMG\right_2022_06_08_23_50_31_831.jpg,0,1,0,30.19044
D:\IMG\center_2022_06_08_23_50_31_914.jpg,D:\IMG\left_2022_06_08_23_50_31_914.jpg,D:\IMG\right_2022_06_08_23_50_31_914.jpg,0,1,0,30.18918
D:\IMG\center_2022_06_08_23_50_32_005.jpg,D:\IMG\left_2022_06_08_23_50_32_005.jpg,D:\IMG\right_2022_06_08_23_50_32_005.jpg,0,1,0,30.1904
D:\IMG\center_2022_06_08_23_50_32_089.jpg,D:\IMG\left_2022_06_08_23_50_32_089.jpg,D:\IMG\right_2022_06_08_23_50_32_089.jpg,0,1,0,30.19016
D:\IMG\center_2022_06_08_23_50_32_184.jpg,D:\IMG\left_2022_06_08_23_50_32_184.jpg,D:\IMG\right_2022_06_08_23_50_32_184.jpg,0,1,0,30.19119
D:\IMG\center_2022_06_08_23_50_32_255.jpg,D:\IMG\left_2022_06_08_23_50_32_255.jpg,D:\IMG\right_2022_06_08_23_50_32_255.jpg,0,1,0,30.1904
D:\IMG\center_2022_06_08_23_50_32_340.jpg,D:\IMG\left_2022_06_08_23_50_32_340.jpg,D:\IMG\right_2022_06_08_23_50_32_340.jpg,0,1,0,30.19028
D:\IMG\center_2022_06_08_23_50_32_420.jpg,D:\IMG\left_2022_06_08_23_50_32_420.jpg,D:\IMG\right_2022_06_08_23_50_32_420.jpg,0,1,0,30.19026
D:\IMG\center_2022_06_08_23_50_32_496.jpg,D:\IMG\left_2022_06_08_23_50_32_496.jpg,D:\IMG\right_2022_06_08_23_50_32_496.jpg,0,1,0,30.19025
D:\IMG\center_2022_06_08_23_50_32_577.jpg,D:\IMG\left_2022_06_08_23_50_32_577.jpg,D:\IMG\right_2022_06_08_23_50_32_577.jpg,0,1,0,30.19024
D:\IMG\center_2022_06_08_23_50_32_656.jpg,D:\IMG\left_2022_06_08_23_50_32_656.jpg,D:\IMG\right_2022_06_08_23_50_32_656.jpg,0,1,0,30.19027
D:\IMG\center_2022_06_08_23_50_32_732.jpg,D:\IMG\left_2022_06_08_23_50_32_732.jpg,D:\IMG\right_2022_06_08_23_50_32_732.jpg,0,1,0,30.19026
D:\IMG\center_2022_06_08_23_50_32_809.jpg,D:\IMG\left_2022_06_08_23_50_32_809.jpg,D:\IMG\right_2022_06_08_23_50_32_809.jpg,-0.1,1,0,30.18741
D:\IMG\center_2022_06_08_23_50_32_887.jpg,D:\IMG\left_2022_06_08_23_50_32_887.jpg,D:\IMG\right_2022_06_08_23_50_32_887.jpg,-0.3,1,0,30.16713
D:\IMG\center_2022_06_08_23_50_32_966.jpg,D:\IMG\left_2022_06_08_23_50_32_966.jpg,D:\IMG\right_2022_06_08_23_50_32_966.jpg,0,1,0,30.17954
D:\IMG\center_2022_06_08_23_50_33_047.jpg,D:\IMG\left_2022_06_08_23_50_33_047.jpg,D:\IMG\right_2022_06_08_23_50_33_047.jpg,0,1,0,30.18887
D:\IMG\center_2022_06_08_23_50_33_127.jpg,D:\IMG\left_2022_06_08_23_50_33_127.jpg,D:\IMG\right_2022_06_08_23_50_33_127.jpg,0,1,0,30.19121
D:\IMG\center_2022_06_08_23_50_33_207.jpg,D:\IMG\left_2022_06_08_23_50_33_207.jpg,D:\IMG\right_2022_06_08_23_50_33_207.jpg,-0.1,1,0,30.18907
D:\IMG\center_2022_06_08_23_50_33_295.jpg,D:\IMG\left_2022_06_08_23_50_33_295.jpg,D:\IMG\right_2022_06_08_23_50_33_295.jpg,-0.35,1,0,30.16484
D:\IMG\center_2022_06_08_23_50_33_366.jpg,D:\IMG\left_2022_06_08_23_50_33_366.jpg,D:\IMG\right_2022_06_08_23_50_33_366.jpg,-0.5000001,1,0,30.14598
D:\IMG\center_2022_06_08_23_50_33_462.jpg,D:\IMG\left_2022_06_08_23_50_33_462.jpg,D:\IMG\right_2022_06_08_23_50_33_462.jpg,0,1,0,30.18824
D:\IMG\center_2022_06_08_23_50_33_548.jpg,D:\IMG\left_2022_06_08_23_50_33_548.jpg,D:\IMG\right_2022_06_08_23_50_33_548.jpg,0,1,0,30.18966
D:\IMG\center_2022_06_08_23_50_33_633.jpg,D:\IMG\left_2022_06_08_23_50_33_633.jpg,D:\IMG\right_2022_06_08_23_50_33_633.jpg,0,1,0,30.18991
D:\IMG\center_2022_06_08_23_50_33_715.jpg,D:\IMG\left_2022_06_08_23_50_33_715.jpg,D:\IMG\right_2022_06_08_23_50_33_715.jpg,0,1,0,30.18996
D:\IMG\center_2022_06_08_23_50_33_795.jpg,D:\IMG\left_2022_06_08_23_50_33_795.jpg,D:\IMG\right_2022_06_08_23_50_33_795.jpg,0,1,0,30.18993
D:\IMG\center_2022_06_08_23_50_33_874.jpg,D:\IMG\left_2022_06_08_23_50_33_874.jpg,D:\IMG\right_2022_06_08_23_50_33_874.jpg,0,1,0,30.19098
D:\IMG\center_2022_06_08_23_50_33_955.jpg,D:\IMG\left_2022_06_08_23_50_33_955.jpg,D:\IMG\right_2022_06_08_23_50_33_955.jpg,0,1,0,30.19044
D:\IMG\center_2022_06_08_23_50_34_043.jpg,D:\IMG\left_2022_06_08_23_50_34_043.jpg,D:\IMG\right_2022_06_08_23_50_34_043.jpg,0,1,0,30.19025
D:\IMG\center_2022_06_08_23_50_34_122.jpg,D:\IMG\left_2022_06_08_23_50_34_122.jpg,D:\IMG\right_2022_06_08_23_50_34_122.jpg,0,1,0,30.1911
D:\IMG\center_2022_06_08_23_50_34_204.jpg,D:\IMG\left_2022_06_08_23_50_34_204.jpg,D:\IMG\right_2022_06_08_23_50_34_204.jpg,0,1,0,30.19057
D:\IMG\center_2022_06_08_23_50_34_285.jpg,D:\IMG\left_2022_06_08_23_50_34_285.jpg,D:\IMG\right_2022_06_08_23_50_34_285.jpg,0,1,0,30.19045
D:\IMG\center_2022_06_08_23_50_34_370.jpg,D:\IMG\left_2022_06_08_23_50_34_370.jpg,D:\IMG\right_2022_06_08_23_50_34_370.jpg,0,1,0,30.19044
D:\IMG\center_2022_06_08_23_50_34_461.jpg,D:\IMG\left_2022_06_08_23_50_34_461.jpg,D:\IMG\right_2022_06_08_23_50_34_461.jpg,0,1,0,30.19048
D:\IMG\center_2022_06_08_23_50_34_554.jpg,D:\IMG\left_2022_06_08_23_50_34_554.jpg,D:\IMG\right_2022_06_08_23_50_34_554.jpg,0,1,0,30.19044
D:\IMG\center_2022_06_08_23_50_34_638.jpg,D:\IMG\left_2022_06_08_23_50_34_638.jpg,D:\IMG\right_2022_06_08_23_50_34_638.jpg,0,1,0,30.19045
D:\IMG\center_2022_06_08_23_50_34_723.jpg,D:\IMG\left_2022_06_08_23_50_34_723.jpg,D:\IMG\right_2022_06_08_23_50_34_723.jpg,0,1,0,30.19045
D:\IMG\center_2022_06_08_23_50_34_803.jpg,D:\IMG\left_2022_06_08_23_50_34_803.jpg,D:\IMG\right_2022_06_08_23_50_34_803.jpg,-0.05,1,0,30.18982
D:\IMG\center_2022_06_08_23_50_34_883.jpg,D:\IMG\left_2022_06_08_23_50_34_883.jpg,D:\IMG\right_2022_06_08_23_50_34_883.jpg,-0.25,1,0,30.17625
